Month,Hour,Day Type,Daylight Savings Status,Indoor Temperature [C],Average Unmet Cooling Setpoint Difference [C],Indoor Relative Humidity [%],Equipment Electric Power [kWh],DHW Heating [kWh],Cooling Load [kWh],Heating Load [kWh],Solar Generation [W/kW]
1,4,1,0,22.83,0.0,51.29,8.9,0.84,0.68,0,0.0
1,5,1,0,22.77,0.0,52.1,6.9,0.36,0.37,0,0.0
1,6,1,0,22.77,0.0,52.75,7.0,0.6,0.39,0,0.0
1,7,1,0,22.83,0.0,53.15,11.1,0.6,1.13,0,0.0
1,8,1,0,22.77,0.0,53.78,6.0,7.8,0.24,0,0.0
1,9,1,0,22.73,0.0,53.97,4.8,8.88,0.06,0,35.0533
1,10,1,0,22.75,0.0,53.72,5.8,9.48,0.19,0,83.3007
1,11,1,0,22.78,0.0,53.63,5.3,10.56,0.28,0,133.474
1,12,1,0,22.99,0.0,53.05,10.7,8.64,2.12,0,161.289
1,13,1,0,23.01,0.0,53.26,5.6,7.32,1.31,0,205.484
1,14,1,0,23.32,0.0,52.67,10.5,6.0,3.72,0,208.856
1,15,1,0,23.59,0.0,52.71,11.5,1.92,5.71,0,162.253
1,16,1,0,23.62,0.0,53.8,9.8,6.84,5.38,0,119.52
1,17,1,0,23.62,0.0,55.13,10.9,3.48,5.69,0,23.3456
1,18,1,0,23.57,0.0,56.56,11.8,8.88,4.75,0,0.0
1,19,1,0,23.46,0.0,57.05,11.4,8.88,3.51,0,0.0
1,20,1,0,23.43,0.0,55.56,13.0,2.64,3.4,0,0.0
1,21,1,0,23.23,0.0,52.28,12.2,7.8,1.58,0,0.0
1,22,1,0,22.82,0.0,48.87,5.8,10.32,0.01,0,0.0
1,23,1,0,22.7,0.0,44.36,6.9,1.8,0.0,0,0.0
1,24,1,0,22.62,0.0,40.04,7.5,9.72,0.0,0,0.0
1,1,2,0,22.56,0.0,36.23,5.7,1.68,0.0,0,0.0
1,2,2,0,22.49,0.0,32.81,4.3,0.12,0.0,0,0.0
1,3,2,0,22.48,0.0,29.46,6.5,0.12,0.0,0,0.0
1,4,2,0,22.48,0.0,26.72,4.5,0.12,0.0,0,0.0
1,5,2,0,22.48,0.0,24.55,3.2,0.48,0.0,0,0.0
1,6,2,0,22.48,0.0,22.82,4.3,2.04,0.0,0,0.0
1,7,2,0,22.48,0.0,21.69,4.0,1.92,0.0,0,0.0
1,8,2,0,22.48,0.0,20.74,5.1,8.52,0.0,0,0.0
1,9,2,0,22.48,0.0,19.61,3.8,9.12,0.0,0,94.531
1,10,2,0,22.48,0.0,18.45,6.4,7.32,0.0,0,180.835
1,11,2,0,22.48,0.0,16.95,6.0,3.48,0.0,0,242.911
1,12,2,0,22.48,0.0,15.76,10.0,3.48,0.0,0,319.648
1,13,2,0,22.48,0.0,14.64,4.8,2.16,0.0,0,316.014
1,14,2,0,22.48,0.0,13.97,11.9,1.68,0.0,0,295.067
1,15,2,0,22.48,0.0,13.41,8.8,0.72,0.0,0,234.592
1,16,2,0,22.48,0.0,12.78,9.8,3.48,0.0,0,142.415
1,17,2,0,22.48,0.0,12.14,9.3,2.76,0.0,0,39.7412
1,18,2,0,22.48,0.0,11.72,11.7,1.68,0.0,0,0.0
1,19,2,0,22.48,0.0,11.66,11.4,3.72,0.0,0,0.0
1,20,2,0,22.48,0.0,11.91,9.1,4.8,0.0,0,0.0
1,21,2,0,22.48,0.0,12.16,11.5,4.8,0.0,0,0.0
1,22,2,0,22.51,0.0,12.37,18.8,4.44,0.0,0,0.0
1,23,2,0,22.48,0.0,12.45,12.5,0.84,0.0,0,0.0
1,24,2,0,22.48,0.0,12.45,16.3,0.48,0.0,0,0.0
1,1,3,0,22.48,0.0,12.45,4.9,0.48,0.0,0,0.0
1,2,3,0,22.48,0.0,12.53,5.8,0.84,0.0,0,0.0
1,3,3,0,22.48,0.0,12.55,3.9,0.36,0.0,0,0.0
1,4,3,0,22.48,0.0,12.53,4.7,3.48,0.0,0,0.0
1,5,3,0,22.47,0.0,12.52,4.4,0.36,0.0,0,0.0
1,6,3,0,22.46,0.0,12.44,4.3,1.44,0.0,0,0.0
1,7,3,0,22.44,0.0,12.37,4.4,3.96,0.0,0,0.0
1,8,3,0,22.47,0.0,12.25,4.8,14.76,0.0,0,0.0
1,9,3,0,22.48,0.0,11.87,4.8,5.64,0.0,0,166.448
1,10,3,0,22.48,0.0,11.38,9.1,6.96,0.0,0,240.656
1,11,3,0,22.48,0.0,10.91,4.6,6.96,0.0,0,277.92
1,12,3,0,22.48,0.0,10.49,8.7,6.48,0.0,0,283.128
1,13,3,0,22.48,0.0,10.25,5.7,0.72,0.0,0,364.434
1,14,3,0,22.48,0.0,10.17,9.4,6.0,0.0,0,388.746
1,15,3,0,22.49,0.0,10.29,10.5,3.12,0.0,0,386.071
1,16,3,0,22.49,0.0,10.48,10.0,4.92,0.0,0,271.037
1,17,3,0,22.48,0.0,10.67,8.6,1.68,0.0,0,110.073
1,18,3,0,22.48,0.0,11.21,9.4,5.76,0.0,0,11.1155
1,19,3,0,22.48,0.0,12.14,9.1,1.32,0.0,0,0.0
1,20,3,0,22.48,0.0,13.14,10.7,5.4,0.0,0,0.0
1,21,3,0,22.48,0.0,13.96,12.3,7.8,0.0,0,0.0
1,22,3,0,22.48,0.0,14.64,11.6,2.4,0.0,0,0.0
1,23,3,0,22.48,0.0,15.39,8.8,0.96,0.0,0,0.0
1,24,3,0,22.48,0.0,16.02,7.1,0.48,0.0,0,0.0
1,1,4,0,22.48,0.0,16.56,7.7,0.72,0.0,0,0.0
1,2,4,0,22.48,0.0,16.84,4.5,1.2,0.0,0,0.0
1,3,4,0,22.48,0.0,17.06,7.0,0.6,0.0,0,0.0
1,4,4,0,22.48,0.0,17.1,4.3,3.6,0.0,0,0.0
1,5,4,0,22.48,0.0,17.06,10.5,0.24,0.0,0,0.0
1,6,4,0,22.48,0.0,17.24,6.8,2.16,0.0,0,0.0
1,7,4,0,22.48,0.0,17.59,6.1,6.48,0.0,0,0.0
1,8,4,0,22.48,0.0,17.82,7.7,14.88,0.0,0,0.0
1,9,4,0,22.48,0.0,17.39,7.9,6.84,0.0,0,200.418
1,10,4,0,22.48,0.0,16.55,7.6,4.56,0.0,0,320.081
1,11,4,0,22.51,0.0,16.24,9.7,9.96,0.0,0,426.219
1,12,4,0,22.56,0.0,16.73,8.7,6.72,0.0,0,500.591
1,13,4,0,22.66,0.0,17.72,11.8,1.08,0.13,0,501.666
1,14,4,0,22.67,0.0,19.21,8.5,1.08,0.07,0,451.27
1,15,4,0,22.74,0.0,20.79,10.7,1.08,0.45,0,362.457
1,16,4,0,22.73,0.0,21.87,9.2,0.84,0.24,0,245.231
1,17,4,0,22.69,0.0,22.98,8.4,3.24,0.0,0,91.2449
1,18,4,0,22.63,0.0,23.97,9.1,8.88,0.0,0,7.0029
1,19,4,0,22.65,0.0,24.62,10.3,7.68,0.0,0,0.0
1,20,4,0,22.61,0.0,25.26,7.8,5.28,0.0,0,0.0
1,21,4,0,22.62,0.0,25.46,10.2,1.44,0.0,0,0.0
1,22,4,0,22.61,0.0,25.57,8.8,1.56,0.0,0,0.0
1,23,4,0,22.67,0.0,25.47,13.5,2.64,0.08,0,0.0
1,24,4,0,22.68,0.0,25.72,13.6,0.72,0.13,0,0.0
1,1,5,0,22.62,0.0,26.5,9.4,0.6,0.0,0,0.0
1,2,5,0,22.58,0.0,27.75,8.7,0.36,0.0,0,0.0
1,3,5,0,22.57,0.0,28.85,9.1,0.6,0.0,0,0.0
1,4,5,0,22.59,0.0,29.62,10.7,0.36,0.0,0,0.0
1,5,5,0,22.57,0.0,30.22,9.3,0.24,0.0,0,0.0
1,6,5,0,22.57,0.0,30.53,10.6,1.8,0.0,0,0.0
1,7,5,0,22.57,0.0,30.55,10.4,2.04,0.0,0,0.0
1,8,5,0,22.55,0.0,30.4,8.2,17.52,0.0,0,0.0
1,9,5,0,22.59,0.0,29.84,9.2,5.04,0.0,0,167.689
1,10,5,0,22.81,0.0,29.41,12.9,3.24,0.38,0,288.769
1,11,5,0,22.95,0.0,29.85,10.9,7.44,0.81,0,391.802
1,12,5,0,23.06,0.0,30.87,9.5,1.08,1.36,0,448.004
1,13,5,0,23.2,0.0,31.8,8.8,0.96,1.94,0,439.261
1,14,5,0,23.39,0.0,32.82,10.8,3.12,3.1,0,352.374
1,15,5,0,23.45,0.0,34.3,10.0,0.84,3.31,0,269.528
1,16,5,0,23.46,0.0,35.74,10.2,3.48,3.08,0,130.529
1,17,5,0,23.31,0.0,37.19,7.3,5.16,1.38,0,33.8496
1,18,5,0,23.26,0.0,38.76,8.9,3.48,1.55,0,0.0
1,19,5,0,23.25,0.0,40.19,8.9,2.52,1.64,0,0.0
1,20,5,0,23.23,0.0,41.85,9.4,5.76,1.66,0,0.0
1,21,5,0,23.22,0.0,43.03,10.5,2.4,1.74,0,0.0
1,22,5,0,23.23,0.0,43.74,12.4,10.56,2.09,0,0.0
1,23,5,0,23.14,0.0,44.46,10.8,4.08,1.39,0,0.0
1,24,5,0,23.05,0.0,45.33,10.2,0.72,1.1,0,0.0
1,1,6,0,22.82,0.0,46.44,4.8,0.48,0.08,0,0.0
1,2,6,0,22.77,0.0,47.05,6.6,0.6,0.26,0,0.0
1,3,6,0,22.71,0.0,48.21,4.1,0.48,0.0,0,0.0
1,4,6,0,22.71,0.0,49.57,5.2,0.36,0.06,0,0.0
1,5,6,0,22.69,0.0,50.75,4.2,0.96,0.01,0,0.0
1,6,6,0,22.73,0.0,51.38,8.1,5.04,0.46,0,0.0
1,7,6,0,22.68,0.0,52.01,4.3,4.2,0.0,0,0.0
1,8,6,0,22.71,0.0,51.93,7.2,15.24,0.24,0,0.0
1,9,6,0,22.71,0.0,51.56,6.9,6.84,0.13,0,27.818
1,10,6,0,22.71,0.0,51.37,6.3,4.56,0.14,0,56.079
1,11,6,0,22.77,0.0,51.66,7.9,6.6,0.56,0,97.5963
1,12,6,0,22.88,0.0,52.08,9.5,4.08,1.18,0,140.04
1,13,6,0,23.04,0.0,52.53,11.0,1.68,2.02,0,142.52
1,14,6,0,23.03,0.0,54.41,7.0,5.28,1.45,0,137.034
1,15,6,0,23.26,0.0,54.93,11.5,2.16,3.32,0,96.0527
1,16,6,0,23.3,0.0,56.45,11.0,1.8,3.28,0,38.9878
1,17,6,0,23.22,0.0,58.31,8.3,1.44,2.03,0,13.4343
1,18,6,0,23.26,0.0,59.91,10.0,3.0,3.1,0,0.0
1,19,6,0,23.28,0.0,61.27,9.1,3.0,3.23,0,0.0
1,20,6,0,23.3,0.0,62.38,9.4,4.44,3.48,0,0.0
1,21,6,0,23.55,0.0,61.78,14.8,1.56,6.98,0,0.0
1,22,6,0,23.57,0.0,62.25,12.3,1.8,6.09,0,0.0
1,23,6,0,23.53,0.0,64.33,9.2,1.32,4.76,0,0.0
1,24,6,0,23.61,0.0,66.71,11.4,1.56,7.22,0,0.0
1,1,7,0,23.32,0.0,70.11,3.7,0.36,2.0,0,0.0
1,2,7,0,23.28,0.0,72.49,4.2,0.6,2.81,0,0.0
1,3,7,0,23.28,0.0,74.27,3.7,0.36,2.96,0,0.0
1,4,7,0,23.28,0.0,75.91,3.6,0.6,3.18,0,0.0
1,5,7,0,23.37,0.0,76.28,6.3,0.12,5.0,0,0.0
1,6,7,0,23.33,0.0,76.96,3.7,0.48,3.7,0,0.0
1,7,7,0,23.33,0.0,77.13,4.1,2.16,3.95,0,0.0
1,8,7,0,23.31,0.0,76.52,3.5,6.72,3.28,0,0.0
1,9,7,0,23.36,0.0,74.81,5.2,4.08,4.08,0,82.4008
1,10,7,0,23.45,0.0,72.51,4.3,9.72,4.82,0,191.76
1,11,7,0,23.58,0.0,68.04,5.7,21.12,9.26,0,301.812
1,12,7,0,23.65,0.0,63.76,4.3,12.48,10.07,0,389.392
1,13,7,0,23.72,0.0,60.81,4.4,7.44,11.08,0,423.52
1,14,7,0,23.97,0.0,54.46,11.3,12.72,18.39,0,420.118
1,15,7,0,24.03,0.0,47.14,10.4,5.28,16.59,0,349.641
1,16,7,0,23.96,0.0,40.36,5.6,4.08,10.57,0,256.485
1,17,7,0,23.85,0.0,36.91,4.4,5.64,7.28,0,110.496
1,18,7,0,23.85,0.0,34.9,9.1,11.28,7.1,0,7.6067
1,19,7,0,23.67,0.0,33.89,5.8,4.08,3.74,0,0.0
1,20,7,0,23.66,0.0,32.7,10.1,7.2,4.95,0,0.0
1,21,7,0,23.7,0.0,32.02,12.6,3.36,5.5,0,0.0
1,22,7,0,23.56,0.0,31.87,9.3,1.68,2.85,0,0.0
1,23,7,0,23.35,0.0,32.22,9.5,6.0,1.69,0,0.0
1,24,7,0,23.19,0.0,32.4,9.8,0.84,1.25,0,0.0
1,1,1,0,23.03,0.0,32.69,8.7,0.96,0.67,0,0.0
1,2,1,0,22.74,0.0,33.18,4.6,1.56,0.0,0,0.0
1,3,1,0,22.73,0.0,33.06,9.5,0.12,0.16,0,0.0
1,4,1,0,22.6,0.0,33.28,3.3,0.48,0.0,0,0.0
1,5,1,0,22.55,0.0,33.34,3.4,0.12,0.0,0,0.0
1,6,1,0,22.53,0.0,33.24,4.4,0.12,0.0,0,0.0
1,7,1,0,22.58,0.0,32.95,9.1,1.08,0.0,0,0.0
1,8,1,0,22.53,0.0,33.14,3.3,4.56,0.0,0,0.0
1,9,1,0,22.62,0.0,33.06,5.9,6.72,0.0,0,189.159
1,10,1,0,22.92,0.0,32.16,5.6,12.96,0.4,0,355.317
1,11,1,0,23.12,0.0,30.79,5.8,17.76,1.83,0,480.298
1,12,1,0,23.37,0.0,29.5,10.1,9.84,4.83,0,514.914
1,13,1,0,23.39,0.0,28.67,4.7,6.36,3.53,0,513.373
1,14,1,0,23.6,0.0,27.61,11.0,7.44,7.75,0,461.385
1,15,1,0,23.65,0.0,26.92,10.0,3.36,7.57,0,347.957
1,16,1,0,23.66,0.0,26.25,10.3,3.48,7.45,0,236.652
1,17,1,0,23.66,0.0,25.82,11.3,7.2,6.7,0,90.6711
1,18,1,0,23.61,0.0,26.16,11.8,9.84,5.07,0,7.18555
1,19,1,0,23.54,0.0,26.99,10.2,10.44,3.59,0,0.0
1,20,1,0,23.49,0.0,28.21,10.6,7.32,3.04,0,0.0
1,21,1,0,23.55,0.0,29.46,14.2,4.92,4.54,0,0.0
1,22,1,0,23.2,0.0,31.67,5.5,3.72,0.8,0,0.0
1,23,1,0,23.21,0.0,33.9,9.7,3.0,1.43,0,0.0
1,24,1,0,23.15,0.0,36.11,8.9,4.44,1.18,0,0.0
1,1,2,0,22.95,0.0,38.89,4.7,0.84,0.45,0,0.0
1,2,2,0,22.86,0.0,41.85,3.7,0.24,0.31,0,0.0
1,3,2,0,22.84,0.0,45.17,4.1,0.12,0.38,0,0.0
1,4,2,0,22.8,0.0,48.3,3.5,0.0,0.24,0,0.0
1,5,2,0,22.77,0.0,50.93,3.6,0.36,0.18,0,0.0
1,6,2,0,22.76,0.0,53.29,3.9,2.64,0.25,0,0.0
1,7,2,0,22.75,0.0,55.43,3.7,4.56,0.24,0,0.0
1,8,2,0,22.77,0.0,57.35,4.5,5.28,0.41,0,0.0
1,9,2,0,22.84,0.0,59.13,7.7,4.2,1.06,0,27.9074
1,10,2,0,22.84,0.0,61.4,5.2,8.88,0.65,0,47.6846
1,11,2,0,22.87,0.0,62.78,6.5,5.28,1.15,0,78.1288
1,12,2,0,23.09,0.0,62.41,11.2,3.0,2.78,0,103.577
1,13,2,0,22.93,0.0,63.53,3.9,2.4,0.68,0,102.478
1,14,2,0,23.15,0.0,63.24,9.4,3.12,2.86,0,109.48
1,15,2,0,23.22,0.0,63.81,9.0,0.96,2.9,0,82.692
1,16,2,0,23.28,0.0,63.79,10.3,1.56,3.93,0,43.0444
1,17,2,0,23.43,0.0,63.08,11.9,4.44,5.01,0,14.1742
1,18,2,0,23.39,0.0,63.51,9.4,2.76,3.85,0,0.0
1,19,2,0,23.39,0.0,64.13,8.9,3.12,4.02,0,0.0
1,20,2,0,23.44,0.0,64.12,9.9,3.6,4.47,0,0.0
1,21,2,0,23.52,0.0,62.94,12.6,5.76,5.71,0,0.0
1,22,2,0,23.92,0.0,58.41,24.7,2.88,15.98,0,0.0
1,23,2,0,23.56,0.0,58.55,9.7,1.8,2.92,0,0.0
1,24,2,0,23.24,0.0,58.85,7.5,0.84,1.48,0,0.0
1,1,3,0,23.14,0.0,54.45,8.7,1.44,1.31,0,0.0
1,2,3,0,22.85,0.0,50.28,4.1,0.6,0.15,0,0.0
1,3,3,0,22.75,0.0,45.9,4.4,0.36,0.07,0,0.0
1,4,3,0,22.69,0.0,42.33,3.6,1.92,0.0,0,0.0
1,5,3,0,22.64,0.0,40.13,4.2,0.24,0.0,0,0.0
1,6,3,0,22.62,0.0,38.79,4.9,3.48,0.0,0,0.0
1,7,3,0,22.59,0.0,37.84,4.1,7.44,0.0,0,0.0
1,8,3,0,22.63,0.0,36.95,6.1,21.48,0.0,0,0.0
1,9,3,0,22.71,0.0,36.05,5.9,5.64,0.02,0,181.422
1,10,3,0,22.95,0.0,34.52,9.8,4.68,0.81,0,301.843
1,11,3,0,23.04,0.0,33.43,6.3,10.68,1.02,0,375.35
1,12,3,0,23.39,0.0,31.6,12.2,1.8,4.19,0,436.956
1,13,3,0,23.37,0.0,30.81,4.4,3.96,2.45,0,494.81
1,14,3,0,23.52,0.0,29.39,8.7,4.08,6.08,0,442.125
1,15,3,0,23.71,0.0,27.74,12.2,0.48,10.54,0,408.133
1,16,3,0,23.78,0.0,26.96,10.8,3.6,11.16,0,348.763
1,17,3,0,23.7,0.0,26.35,8.2,9.0,7.85,0,178.138
1,18,3,0,23.6,0.0,25.69,9.1,2.64,4.41,0,22.1951
1,19,3,0,23.56,0.0,26.2,9.7,7.2,4.05,0,0.0
1,20,3,0,23.47,0.0,27.23,8.2,2.64,2.41,0,0.0
1,21,3,0,23.47,0.0,28.97,12.1,8.4,3.31,0,0.0
1,22,3,0,23.36,0.0,31.23,10.4,2.28,1.91,0,0.0
1,23,3,0,23.33,0.0,32.23,13.0,2.4,2.1,0,0.0
1,24,3,0,22.92,0.0,33.0,5.8,0.84,0.15,0,0.0
1,1,4,0,22.91,0.0,32.34,11.6,4.2,0.69,0,0.0
1,2,4,0,22.69,0.0,32.67,4.1,0.24,0.0,0,0.0
1,3,4,0,22.6,0.0,33.29,3.8,0.36,0.0,0,0.0
1,4,4,0,22.63,0.0,33.84,7.1,2.16,0.0,0,0.0
1,5,4,0,22.58,0.0,34.71,3.4,0.12,0.0,0,0.0
1,6,4,0,22.59,0.0,34.83,6.3,1.8,0.0,0,0.0
1,7,4,0,22.55,0.0,34.81,3.7,2.64,0.0,0,0.0
1,8,4,0,22.6,0.0,34.34,9.1,11.16,0.0,0,0.0
1,9,4,0,22.62,0.0,33.59,8.3,3.6,0.0,0,145.825
1,10,4,0,22.65,0.0,32.31,7.2,9.72,0.0,0,274.801
1,11,4,0,22.77,0.0,30.41,9.1,12.96,0.26,0,404.569
1,12,4,0,22.87,0.0,28.48,8.6,3.24,0.57,0,494.847
1,13,4,0,22.98,0.0,26.23,8.4,5.28,1.01,0,564.162
1,14,4,0,23.2,0.0,22.57,10.8,2.88,1.99,0,545.298
1,15,4,0,23.33,0.0,19.23,9.8,1.2,2.55,0,446.172
1,16,4,0,23.42,0.0,17.26,9.8,1.92,3.88,0,415.05
1,17,4,0,23.35,0.0,16.65,8.6,1.8,2.67,0,217.021
1,18,4,0,23.08,0.0,16.96,9.2,2.64,0.72,0,40.5504
1,19,4,0,22.97,0.0,17.76,9.6,6.12,0.7,0,0.0
1,20,4,0,22.88,0.0,18.71,8.9,4.08,0.33,0,0.0
1,21,4,0,22.77,0.0,20.09,8.2,4.32,0.1,0,0.0
1,22,4,0,22.77,0.0,21.42,11.5,1.56,0.34,0,0.0
1,23,4,0,22.75,0.0,22.02,12.0,1.08,0.32,0,0.0
1,24,4,0,22.71,0.0,22.42,10.2,0.6,0.05,0,0.0
