,Outdoor Drybulb Temperature [C],Outdoor Relative Humidity [%],Diffuse Solar Radiation [W/m2],Direct Solar Radiation [W/m2],6h Prediction Outdoor Drybulb Temperature [C],12h Prediction Outdoor Drybulb Temperature [C],24h Prediction Outdoor Drybulb Temperature [C],6h Prediction Outdoor Relative Humidity [%],12h Prediction Outdoor Relative Humidity [%],24h Prediction Outdoor Relative Humidity [%],6h Prediction Diffuse Solar Radiation [W/m2],12h Prediction Diffuse Solar Radiation [W/m2],24h Prediction Diffuse Solar Radiation [W/m2],6h Prediction Direct Solar Radiation [W/m2],12h Prediction Direct Solar Radiation [W/m2],24h Prediction Direct Solar Radiation [W/m2]
40,10.91,55.62,29.38,13.25,5.41,0.95,6.44,57.17,68.58,38.2,0.0,0.0,47.08,0.0,-0.0,118.22
41,10.19,54.75,0.0,0.0,4.88,0.15,3.54,55.73,69.43,52.84,-0.0,0.0,0.0,-0.0,-0.0,0.0
42,9.44,54.62,0.0,0.0,4.4,1.26,4.4,57.52,60.57,49.94,0.0,0.0,0.0,0.0,0.0,0.0
43,8.54,55.62,0.0,0.0,3.77,1.41,3.29,57.22,55.26,53.53,-0.0,47.53,-0.0,0.0,91.2,-0.0
44,7.82,54.75,0.0,0.0,3.18,1.24,2.29,58.44,54.08,61.5,0.0,115.02,0.0,0.0,98.94,0.0
45,6.6,57.12,0.0,0.0,2.38,1.99,2.4,63.25,52.69,63.09,-0.0,178.48,-0.0,0.0,83.68,-0.0
46,5.69,55.88,0.0,0.0,1.2,3.09,2.82,67.41,48.04,60.42,-0.0,232.91,0.0,0.0,100.98,0.0
47,5.12,54.62,0.0,0.0,0.47,3.91,3.48,67.91,43.86,54.34,-0.0,261.6,-0.0,0.0,89.19,-0.0
48,4.53,56.88,0.0,0.0,0.94,4.5,2.58,62.04,43.11,57.57,-0.0,271.73,0.0,0.0,118.99,0.0
49,3.61,58.0,0.0,0.0,1.19,5.34,0.82,56.13,39.96,69.15,46.82,242.84,0.0,89.85,192.56,0.0
50,2.89,59.88,0.0,0.0,1.42,6.2,0.66,53.42,35.39,73.47,116.51,178.24,0.0,100.22,271.73,-0.0
51,2.33,63.5,0.0,0.0,2.26,6.65,1.82,51.72,32.91,70.55,182.02,109.98,-0.0,85.34,255.49,-0.0
52,1.41,66.25,0.0,0.0,3.36,6.0,2.46,47.15,39.47,73.75,237.61,45.7,-0.0,103.02,114.73,0.0
53,0.75,66.38,0.0,0.0,4.09,3.71,1.7,43.3,52.23,86.28,265.08,0.0,-0.0,90.37,0.0,-0.0
54,0.66,63.5,0.0,0.0,4.48,3.83,2.58,43.18,52.16,86.59,271.3,0.0,-0.0,118.81,0.0,0.0
55,1.01,57.0,46.12,88.5,5.29,3.23,4.8,40.11,53.76,81.2,241.98,-0.0,54.02,191.87,-0.0,98.78
56,1.57,52.75,118.0,101.5,6.3,2.29,5.65,35.13,61.5,85.35,179.56,0.0,111.73,273.74,0.0,150.12
57,2.49,50.75,185.56,87.0,6.76,2.09,8.69,32.65,64.54,71.96,110.89,-0.0,204.75,257.62,-0.0,134.64
58,3.59,46.25,242.31,105.06,5.78,2.61,8.06,40.11,61.33,77.76,45.0,0.0,227.64,112.99,0.0,82.66
59,4.25,42.75,268.56,91.56,3.79,3.1,9.19,51.93,55.92,72.96,0.0,-0.0,237.39,0.0,-0.0,48.47
60,4.46,43.25,270.88,118.62,3.54,2.25,12.85,53.27,58.98,59.05,0.0,0.0,280.73,0.0,0.0,64.74
61,5.25,40.25,241.12,191.19,3.2,0.68,13.84,53.88,69.82,60.24,-0.0,0.0,246.53,-0.0,-0.0,64.67
62,6.39,34.88,180.88,275.75,2.29,0.35,13.0,61.5,75.17,69.23,0.0,0.0,161.3,0.0,-0.0,57.03
63,6.86,32.38,111.81,259.75,1.93,1.25,15.02,65.27,73.65,60.03,-0.0,0.0,104.07,-0.0,-0.0,39.57
64,5.59,40.75,44.31,111.25,2.51,1.79,12.17,61.79,77.68,76.17,0.0,-0.0,24.31,0.0,0.0,7.99
65,3.86,51.62,0.0,0.0,2.9,1.6,11.44,56.71,86.89,83.72,-0.0,-0.0,0.0,-0.0,-0.0,0.0
66,3.3,54.38,0.0,0.0,2.09,2.74,11.89,59.68,85.6,82.47,0.0,-0.0,0.0,0.0,0.0,0.0
67,3.17,54.0,0.0,0.0,0.62,4.89,11.37,70.16,80.66,87.43,-0.0,54.38,-0.0,-0.0,99.45,-0.0
68,2.29,61.5,0.0,0.0,0.19,6.22,11.58,76.03,82.18,89.03,-0.0,116.61,0.0,0.0,156.68,0.0
69,1.8,66.0,0.0,0.0,0.97,8.16,11.8,75.2,74.86,91.03,-0.0,197.65,-0.0,-0.0,129.97,-0.0
70,2.42,62.25,0.0,0.0,1.45,8.37,12.3,79.65,76.13,88.57,0.0,232.85,0.0,0.0,84.55,0.0
71,2.74,57.5,0.0,0.0,1.55,9.63,11.21,87.2,70.79,92.59,0.0,245.42,-0.0,0.0,50.11,-0.0
72,1.95,60.38,0.0,0.0,2.82,12.23,10.12,85.11,61.9,97.5,-0.0,269.36,0.0,0.0,62.12,0.0
73,0.56,70.5,0.0,0.0,4.94,13.3,11.59,80.39,62.74,95.55,54.57,237.73,-0.0,99.78,62.37,-0.0
74,0.06,76.88,0.0,0.0,6.5,13.63,11.96,80.59,66.37,98.25,119.06,169.31,0.0,159.97,59.86,0.0
75,0.73,76.75,0.0,0.0,7.9,14.73,11.67,76.3,61.33,97.97,194.11,102.0,-0.0,127.64,38.78,0.0
76,1.16,81.62,0.0,0.0,8.52,12.74,13.51,75.32,73.33,84.57,235.46,25.38,0.0,85.49,8.34,0.0
77,1.51,87.5,0.0,0.0,9.85,11.77,13.3,69.71,81.86,88.05,249.43,0.0,-0.0,50.93,0.0,0.0
78,2.89,84.62,0.0,0.0,11.92,11.69,12.72,63.32,83.67,93.07,263.68,0.0,-0.0,60.81,0.0,0.0
79,4.98,80.12,54.75,100.12,13.03,11.29,12.63,64.0,87.96,94.47,233.34,-0.0,22.04,61.21,-0.0,1.31
80,6.74,79.0,121.5,163.25,13.95,11.36,13.23,64.93,90.46,92.26,173.31,0.0,54.63,61.28,0.0,3.06
81,7.68,77.75,190.56,125.31,14.58,11.65,12.82,61.97,92.02,97.22,100.97,-0.0,97.92,38.39,-0.0,4.08
82,8.65,74.5,238.06,86.44,13.02,11.92,15.09,71.92,91.1,85.83,25.91,0.0,160.71,8.52,0.0,7.24
83,10.04,68.62,253.44,51.75,11.93,10.84,16.63,80.93,95.17,80.47,0.0,-0.0,192.1,0.0,-0.0,11.3
84,11.66,64.75,258.0,59.5,11.6,9.94,19.04,84.28,98.75,68.6,0.0,0.0,242.95,0.0,0.0,25.86
85,12.8,65.25,228.94,60.06,11.25,11.45,18.52,88.23,96.53,75.91,-0.0,-0.0,197.52,-0.0,-0.0,30.21
86,14.22,63.5,177.31,62.69,11.25,12.26,20.59,91.17,96.18,70.12,0.0,-0.0,161.0,0.0,-0.0,35.24
87,14.46,62.62,99.94,38.0,11.57,12.04,20.69,92.51,95.49,73.99,-0.0,-0.0,99.84,-0.0,-0.0,41.21
88,13.26,70.5,26.44,8.69,11.73,12.83,19.37,92.36,89.09,84.84,0.0,0.0,27.92,0.0,0.0,11.74
89,12.07,80.0,0.0,0.0,10.66,12.73,16.26,96.46,91.96,94.73,-0.0,0.0,0.0,-0.0,0.0,0.0
90,11.51,84.88,0.0,0.0,9.86,12.48,13.67,99.37,94.72,100.97,0.0,0.0,0.0,0.0,0.0,0.0
91,11.21,88.5,0.0,0.0,11.38,12.66,13.85,97.01,94.29,83.54,-0.0,22.08,-0.0,-0.0,1.31,-0.0
92,11.16,91.88,0.0,0.0,12.42,13.22,11.51,95.15,92.32,73.79,-0.0,54.6,0.0,0.0,3.06,0.0
93,11.51,93.0,0.0,0.0,12.23,13.48,9.04,94.24,93.05,74.19,-0.0,102.99,-0.0,0.0,4.29,-0.0
94,11.57,93.62,0.0,0.0,12.49,15.04,6.97,91.36,86.1,77.1,-0.0,160.2,0.0,0.0,7.21,0.0
95,10.5,97.75,0.0,0.0,12.45,16.75,5.21,93.92,79.8,77.65,-0.0,193.77,-0.0,-0.0,11.4,-0.0
96,9.78,100.0,0.0,0.0,12.36,18.49,5.22,95.55,71.49,67.37,0.0,234.2,0.0,-0.0,24.93,-0.0
97,11.32,97.5,0.0,0.0,12.67,18.95,3.26,94.21,73.7,67.15,22.1,204.01,0.0,1.31,31.2,-0.0
98,12.55,94.12,0.0,0.0,13.21,20.66,0.38,92.35,69.75,74.5,54.58,161.88,-0.0,3.06,35.43,-0.0
99,12.39,93.0,0.0,0.0,13.81,20.87,1.66,90.96,73.06,62.23,105.53,101.17,-0.0,4.39,41.76,0.0
100,12.2,93.62,0.0,0.0,15.02,19.82,-0.33,86.24,82.23,66.69,159.94,28.9,-0.0,7.2,12.15,-0.0
101,12.2,95.88,0.0,0.0,16.81,16.54,-1.3,79.46,92.93,69.42,194.61,0.0,0.0,11.45,0.0,-0.0
102,12.26,96.38,0.0,0.0,18.22,14.13,-0.2,72.94,97.86,63.45,229.82,0.0,-0.0,24.47,0.0,0.0
103,12.68,94.12,22.12,1.31,19.17,13.47,-0.3,72.6,85.96,62.94,207.26,-0.0,36.81,31.69,-0.0,25.11
104,13.21,92.38,54.56,3.06,20.7,10.96,0.25,69.57,76.9,60.86,162.31,0.0,104.3,35.52,0.0,31.87
105,14.09,88.88,108.06,4.5,20.96,8.79,-0.49,72.59,75.6,60.76,101.84,-0.0,163.1,42.04,-0.0,41.52
106,15.0,86.38,159.69,7.19,20.05,7.04,0.51,80.92,76.74,51.1,29.39,0.0,232.05,12.35,0.0,54.99
107,16.86,79.12,195.44,11.5,16.68,5.36,0.23,92.02,76.83,48.36,0.0,-0.0,258.1,0.0,-0.0,78.27
108,17.99,74.38,225.44,24.0,14.36,4.63,0.35,96.31,70.43,48.34,0.0,0.0,245.11,0.0,0.0,72.92
109,19.35,71.5,210.5,32.19,13.27,2.79,0.37,87.17,69.57,48.74,-0.0,-0.0,216.0,-0.0,-0.0,74.73
110,20.73,69.38,162.75,35.62,10.69,0.69,2.94,78.45,72.94,37.12,0.0,0.0,201.18,0.0,-0.0,84.14
111,21.04,72.12,102.5,42.31,8.66,1.08,1.41,76.3,65.06,38.19,-0.0,0.0,108.23,-0.0,-0.0,56.46
112,20.25,79.62,29.88,12.56,7.07,-0.26,1.67,76.56,66.35,34.93,0.0,0.0,40.15,0.0,0.0,28.13
113,16.8,91.12,0.0,0.0,5.43,-0.94,-0.1,76.41,67.71,36.28,-0.0,0.0,0.0,-0.0,0.0,0.0
114,14.56,94.75,0.0,0.0,4.34,-0.41,-0.37,71.97,64.41,36.09,0.0,-0.0,0.0,0.0,-0.0,0.0
115,13.11,88.38,0.0,0.0,2.55,-0.45,-0.54,70.79,63.66,38.24,-0.0,36.4,-0.0,-0.0,24.84,-0.0
116,10.46,80.0,0.0,0.0,0.84,-0.16,-2.33,72.16,62.74,45.31,-0.0,101.43,0.0,0.0,31.0,0.0
117,8.55,77.0,0.0,0.0,0.79,-0.18,-1.64,66.47,59.44,40.85,-0.0,166.99,-0.0,-0.0,42.51,-0.0
118,7.1,76.38,0.0,0.0,-0.22,0.38,-1.28,66.17,51.61,37.62,0.0,229.84,0.0,-0.0,54.47,0.0
119,5.5,76.0,0.0,0.0,-0.76,0.49,-3.1,66.85,47.49,43.13,-0.0,263.11,-0.0,0.0,79.79,-0.0
120,4.09,73.5,0.0,0.0,-0.51,0.94,-2.34,64.9,46.48,42.43,0.0,256.28,0.0,0.0,76.24,0.0
121,2.35,72.0,0.0,0.0,-0.53,1.06,-3.9,64.02,46.56,47.5,36.2,227.78,0.0,24.7,78.8,-0.0
122,0.97,71.38,0.0,0.0,-0.37,2.3,-2.82,63.68,39.0,42.62,100.0,192.71,-0.0,30.56,80.6,-0.0
123,0.54,67.88,0.0,0.0,-0.02,1.49,-2.65,58.78,37.97,42.28,168.94,108.87,-0.0,43.01,56.79,-0.0
124,-0.19,66.0,0.0,0.0,0.31,1.06,-2.94,51.87,36.59,42.49,228.73,38.54,0.0,54.2,27.0,-0.0
125,-0.6,66.0,0.0,0.0,0.62,-0.26,-3.52,47.06,36.7,43.73,265.61,0.0,0.0,80.55,0.0,-0.0
126,-0.6,65.38,0.0,0.0,1.23,-0.59,-5.34,45.55,36.67,50.32,261.86,0.0,0.0,77.9,0.0,0.0
127,-0.6,64.38,36.0,24.56,1.4,-0.82,-3.35,45.47,39.06,43.83,233.67,-0.0,55.57,80.84,-0.0,88.88
128,-0.54,64.62,98.56,30.12,1.98,-1.94,-2.07,39.94,44.09,40.03,188.48,0.0,123.09,78.83,0.0,145.27
129,0.12,58.12,170.88,43.5,1.54,-1.85,-0.66,37.86,41.48,37.92,109.18,-0.0,204.75,56.95,-0.0,123.19
130,0.25,52.12,227.62,53.94,0.76,-1.76,-1.09,37.42,39.0,39.34,37.74,0.0,242.37,26.44,0.0,79.52
131,0.73,46.62,268.12,81.31,-0.34,-2.66,-2.6,36.91,41.88,44.18,0.0,-0.0,239.95,0.0,-0.0,60.68
132,1.48,44.62,267.44,79.56,-0.7,-2.51,-0.88,36.96,42.96,40.53,0.0,0.0,276.17,0.0,0.0,128.07
133,1.7,44.38,239.56,82.88,-0.97,-3.51,0.9,39.47,46.25,37.48,-0.0,0.0,256.79,-0.0,-0.0,218.34
134,1.7,40.88,184.25,77.06,-1.74,-3.1,2.37,43.49,43.5,35.96,0.0,0.0,198.89,0.0,0.0,307.76
135,1.57,37.75,109.5,57.12,-1.96,-3.2,0.46,41.8,44.08,41.73,-0.0,0.0,107.02,-0.0,-0.0,232.7
136,0.5,38.25,36.94,25.88,-1.99,-3.44,1.43,39.69,44.12,40.3,0.0,0.0,48.65,0.0,0.0,167.03
137,-0.41,37.12,0.0,0.0,-2.45,-3.72,1.26,41.25,44.36,43.95,-0.0,-0.0,0.0,-0.0,0.0,0.0
138,-0.79,37.25,0.0,0.0,-2.6,-4.72,-0.45,43.23,48.28,52.03,0.0,-0.0,0.0,0.0,-0.0,0.0
139,-1.09,39.88,0.0,0.0,-3.32,-3.45,-1.43,45.62,44.17,56.67,0.0,55.16,-0.0,0.0,88.22,-0.0
140,-1.57,42.88,0.0,0.0,-3.24,-2.16,-0.65,43.94,40.27,52.81,-0.0,122.39,0.0,-0.0,144.45,0.0
141,-2.05,42.12,0.0,0.0,-3.47,-1.17,-1.33,44.98,39.4,58.73,-0.0,197.85,-0.0,-0.0,119.04,-0.0
142,-2.2,40.38,0.0,0.0,-3.69,-1.22,-0.55,44.94,39.73,57.88,0.0,240.06,0.0,0.0,78.76,0.0
143,-2.26,40.62,0.0,0.0,-3.82,-2.03,-1.26,44.68,42.53,63.87,0.0,250.48,-0.0,0.0,63.34,-0.0
144,-2.67,43.5,0.0,0.0,-4.41,-0.91,-2.26,47.27,40.64,69.08,0.0,275.43,0.0,0.0,127.72,0.0
145,-3.15,45.0,0.0,0.0,-3.5,0.56,-2.75,44.33,38.43,70.77,54.96,250.9,-0.0,87.89,213.32,0.0
146,-3.36,44.38,0.0,0.0,-2.2,1.83,-1.83,40.38,37.48,64.0,122.04,191.69,-0.0,144.03,296.63,0.0
147,-3.71,45.88,0.0,0.0,-1.42,1.07,-1.13,40.14,40.05,57.23,194.39,112.14,-0.0,116.96,243.82,0.0
148,-3.9,45.75,0.0,0.0,-1.29,1.29,-0.32,39.93,40.71,55.05,238.9,48.17,0.0,78.38,165.39,0.0
149,-3.9,45.0,0.0,0.0,-1.75,0.58,-0.78,41.7,46.29,61.6,255.74,0.0,0.0,64.67,0.0,-0.0
150,-4.15,46.25,0.0,0.0,-0.93,-0.53,-1.91,40.69,52.33,70.81,275.06,0.0,0.0,127.55,0.0,-0.0
151,-3.55,44.5,54.75,87.56,0.39,-1.03,0.77,38.91,55.15,57.1,247.95,-0.0,48.08,210.82,-0.0,224.28
152,-2.23,40.5,121.69,143.62,1.55,-0.81,0.42,38.24,53.4,50.85,188.1,0.0,106.98,291.07,0.0,268.87
153,-1.64,40.88,190.94,114.88,1.38,-1.21,4.0,39.22,58.24,42.21,114.69,-0.0,196.28,249.38,-0.0,329.6
154,-1.35,40.12,237.75,78.0,1.22,-0.87,4.06,40.91,59.25,52.36,47.93,0.0,210.3,164.57,0.0,329.51
155,-1.51,40.88,261.0,66.0,0.25,-1.55,7.26,47.45,65.25,48.39,0.0,-0.0,256.69,0.0,-0.0,408.19
156,-0.95,40.75,274.69,127.38,-0.57,-2.23,8.52,52.47,68.92,49.11,0.0,0.0,275.39,0.0,0.0,388.23
157,0.25,39.38,245.0,208.31,-0.83,-2.46,7.11,54.38,69.38,61.41,-0.0,-0.0,218.6,-0.0,-0.0,291.49
158,1.32,39.0,184.5,285.5,-0.88,-1.99,9.07,53.7,64.75,56.54,0.0,0.0,199.04,0.0,0.0,282.31
159,1.64,38.38,117.25,254.94,-1.15,-1.34,9.13,58.0,58.11,56.55,-0.0,-0.0,132.35,-0.0,-0.0,226.7
160,1.16,41.12,47.69,163.75,-1.02,-0.94,8.55,59.94,57.72,58.66,0.0,0.0,52.6,0.0,-0.0,130.47
161,-0.04,48.62,0.0,0.0,-1.7,-1.26,7.29,65.93,63.86,61.4,-0.0,0.0,0.0,-0.0,0.0,0.0
162,-0.6,52.62,0.0,0.0,-2.21,-1.41,5.54,68.83,68.47,67.34,0.0,0.0,0.0,0.0,0.0,0.0
163,-0.66,53.62,0.0,0.0,-2.32,0.5,6.45,68.69,58.24,61.18,0.0,47.2,-0.0,-0.0,220.14,-0.0
164,-0.95,54.0,0.0,0.0,-2.07,0.95,7.06,65.12,49.05,57.3,0.0,111.4,0.0,0.0,279.97,0.0
165,-1.1,57.75,0.0,0.0,-1.45,3.46,7.04,58.56,43.98,54.74,-0.0,189.23,-0.0,-0.0,317.77,-0.0
166,-1.16,60.62,0.0,0.0,-1.25,4.5,6.53,59.05,50.81,56.92,-0.0,217.4,0.0,-0.0,340.63,0.0
167,-1.82,66.62,0.0,0.0,-1.49,6.87,5.46,64.99,49.82,64.82,-0.0,249.9,-0.0,-0.0,397.41,-0.0
168,-2.2,68.75,0.0,0.0,-1.16,7.83,6.54,67.29,51.81,67.81,0.0,263.0,0.0,-0.0,370.77,0.0
169,-2.2,68.0,0.0,0.0,0.36,7.53,6.89,58.81,59.65,70.97,46.75,225.71,-0.0,218.07,300.97,0.0
170,-2.14,65.5,0.0,0.0,1.22,8.64,4.49,48.15,58.4,85.48,113.6,193.27,0.0,285.51,274.13,0.0
171,-1.54,59.0,0.0,0.0,3.19,8.49,5.47,44.87,59.4,79.43,185.71,126.8,-0.0,311.85,217.2,-0.0
172,-1.51,60.38,0.0,0.0,4.72,7.88,3.98,50.03,61.77,88.12,220.95,50.3,0.0,346.19,124.76,0.0
173,-1.7,66.12,0.0,0.0,6.68,6.69,4.65,50.54,64.33,82.22,246.51,0.0,-0.0,392.01,0.0,0.0
174,-0.95,66.12,0.0,0.0,7.49,5.67,5.59,53.15,66.73,75.32,256.81,0.0,-0.0,362.04,0.0,0.0
175,0.25,59.38,46.31,216.0,7.75,6.23,5.73,58.76,62.15,72.39,229.26,-0.0,46.4,305.7,-0.0,148.05
176,1.45,47.25,115.81,291.06,8.42,6.59,8.12,59.32,59.34,65.04,190.39,0.0,117.09,270.03,0.0,195.68
177,2.96,45.75,182.19,305.94,8.16,6.73,12.23,60.83,56.0,55.75,124.02,-0.0,204.12,212.44,-0.0,280.81
178,4.91,49.25,224.5,351.75,7.55,6.24,13.68,63.33,58.15,57.77,49.15,0.0,247.79,121.91,0.0,310.77
179,6.51,51.25,243.12,386.62,6.38,5.56,15.35,65.79,64.35,56.33,0.0,-0.0,271.76,0.0,-0.0,313.12
180,7.19,54.5,250.62,353.31,5.73,6.2,17.4,66.43,69.53,50.59,0.0,0.0,291.07,0.0,0.0,280.64
181,7.93,57.88,232.81,310.44,6.12,6.3,15.64,62.63,74.23,60.92,-0.0,-0.0,230.32,-0.0,-0.0,161.25
182,8.24,60.25,187.5,265.94,6.36,5.07,16.63,60.36,82.24,58.06,0.0,0.0,193.36,0.0,-0.0,123.93
183,7.89,62.25,121.25,207.69,6.58,5.5,15.6,56.62,79.22,62.37,-0.0,0.0,106.86,-0.0,-0.0,51.16
184,7.26,64.88,48.0,119.06,6.09,4.61,15.21,58.76,84.5,65.08,0.0,0.0,37.35,0.0,-0.0,19.83
185,6.12,67.25,0.0,0.0,5.62,4.83,14.77,64.12,81.17,67.2,-0.0,-0.0,0.0,-0.0,0.0,0.0
186,5.79,66.12,0.0,0.0,6.03,5.31,12.52,70.39,76.85,80.24,0.0,0.0,0.0,0.0,0.0,0.0
187,6.03,63.12,0.0,0.0,6.0,5.85,12.72,75.87,71.76,79.81,0.0,46.83,-0.0,0.0,149.4,-0.0
188,6.16,61.38,0.0,0.0,5.35,8.32,12.18,80.62,64.15,82.7,0.0,118.79,0.0,0.0,198.53,0.0
189,6.45,57.25,0.0,0.0,5.52,11.63,11.56,79.11,58.37,84.77,-0.0,196.03,-0.0,-0.0,269.69,-0.0
190,5.97,59.38,0.0,0.0,4.92,13.3,12.63,82.69,59.38,78.51,0.0,241.55,0.0,0.0,302.95,0.0
191,5.66,63.88,0.0,0.0,4.92,15.09,9.96,80.65,57.42,96.09,-0.0,266.91,-0.0,0.0,307.53,-0.0
192,5.89,71.25,0.0,0.0,5.18,16.82,9.71,77.62,52.85,96.94,-0.0,280.0,0.0,0.0,269.98,0.0
193,5.75,77.5,0.0,0.0,5.92,16.19,10.43,71.44,58.71,95.22,47.04,240.1,-0.0,150.08,168.09,-0.0
194,5.6,79.0,0.0,0.0,8.42,16.63,9.76,63.7,58.03,106.68,119.65,193.46,0.0,199.95,124.0,0.0
